review_id,product_category,product_name,user_id,review_title,review_text,rating,verified_purchase,helpful_votes,sentiment
516,Fashion,Jacket,,Loved it,The Jacket stopped working after a week.,5,Yes,44,Positive
479,Home & Kitchen,Microwave Oven,U3876,Loved it,I use this Microwave Oven every day and it’s fantastic.,2,No,48,
1477,Fashion,T-shirt,U6016,Not good,Exceeded my expectations! Great T-shirt.,3,Yes,22,
985,Home & Kitchen,Microwave Oven,U2037,Okay,Exceeded my expectations! Great Microwave Oven.,4,No,,Positive
1427,Home & Kitchen,Blender,U9371,,,4,Yes,22,Positive
900,Fashion,Handbag,U1342,Okay,Decent Handbag for the price point.,2,No,29,Negative
1034,Books,Cookbook,U3893,Loved it,The Cookbook stopped working after a week.,2,,44,Negative
607,Books,Cookbook,U8095,Not good,The Cookbook stopped working after a week.,2,Yes,47,Negative
1099,Home & Kitchen,Vacuum Cleaner,U6752,Not good,The Vacuum Cleaner stopped working after a week.,2,Yes,38,
15,Home & Kitchen,,U9192,Terrible,"The Coffee Maker works okay, but could be better.",2,Yes,7,Negative
192,Books,Self-help Book,U6816,Terrible,,1,No,40,Negative
702,Home & Kitchen,Air Fryer,U9101,Terrible,I use this Air Fryer every day and it’s fantastic.,2,No,21,Negative
1238,Beauty,Shampoo,U1553,Great!,Really disappointed with the Shampoo.,3,Yes,36,Neutral
1254,Beauty,Hair Dryer,U1711,Loved it,"Not worth the money, poor quality Hair Dryer.",3,Yes,26,Neutral
1456,Books,Fiction Novel,,Not good,The Fiction Novel stopped working after a week.,4,Yes,39,Positive
1299,Electronics,Smartphone,U7201,,"The Smartphone is amazing, I love it!",2,No,7,Negative
737,Books,Fiction Novel,U1273,Loved it,I use this Fiction Novel every day and it’s fantastic.,5,No,43,Positive
1037,Beauty,Lipstick,U5424,Okay,Exceeded my expectations! Great Lipstick.,3,Yes,42,Neutral
1022,Electronics,Smartwatch,U6091,,"Not worth the money, poor quality Smartwatch.",1,Yes,,Negative
1463,Books,Children's Story,U7243,Okay,Really disappointed with the Children's Story.,2,No,30,Negative
416,Beauty,Shampoo,U5144,Not good,Exceeded my expectations! Great Shampoo.,,Yes,34,Negative
372,Beauty,Perfume,U8689,,,1,No,17,Negative
591,Beauty,Perfume,U2197,Terrible,"The Perfume works okay, but could be better.",,Yes,7,Negative
1210,Beauty,Lipstick,U4527,Not good,"The Lipstick works okay, but could be better.",3,Yes,0,Neutral
1377,Fashion,Jeans,U1079,Great!,"Not worth the money, poor quality Jeans.",1,Yes,30,Negative
1350,Home & Kitchen,Coffee Maker,U6086,Not good,"The Coffee Maker is amazing, I love it!",2,Yes,2,Negative
,Fashion,,U8712,Great!,"Not worth the money, poor quality Jacket.",5,No,4,Positive
918,Fashion,T-shirt,U3595,,Really disappointed with the T-shirt.,2,Yes,10,Negative
319,Home & Kitchen,Microwave Oven,U2406,Terrible,Really disappointed with the Microwave Oven.,2,No,10,Negative
221,Beauty,Face Cream,U1126,Okay,Decent Face Cream for the price point.,1,Yes,0,Negative
863,Electronics,Smartwatch,U6357,Terrible,The Smartwatch stopped working after a week.,3,,,Neutral
277,Electronics,,U1841,Great!,"The Laptop is amazing, I love it!",1,No,50,Negative
977,Books,Self-help Book,U4444,Okay,I use this Self-help Book every day and it’s fantastic.,1,Yes,3,Negative
1249,Beauty,Shampoo,U7888,Not good,"The Shampoo is amazing, I love it!",,No,30,Negative
683,Electronics,Bluetooth Speaker,U9014,Great!,"Not worth the money, poor quality Bluetooth Speaker.",5,Yes,15,Positive
662,Electronics,Wireless Headphones,U3177,Okay,"The Wireless Headphones works okay, but could be better.",1,No,20,Negative
957,Books,Cookbook,U5480,Not good,"Not worth the money, poor quality Cookbook.",4,No,28,
488,Home & Kitchen,Coffee Maker,U2315,Okay,"The Coffee Maker works okay, but could be better.",3,Yes,5,Neutral
707,,Handbag,U3412,Great!,"Not worth the money, poor quality Handbag.",2,No,23,Negative
275,Home & Kitchen,Microwave Oven,U7078,Terrible,I use this Microwave Oven every day and it’s fantastic.,5,,50,Positive
1151,,Biography,U7377,Not good,I use this Biography every day and it’s fantastic.,4,No,3,Positive
571,Fashion,Handbag,U1841,,The Handbag stopped working after a week.,3,No,5,Neutral
642,,Shampoo,U4836,Great!,Decent Shampoo for the price point.,1,No,47,Negative
553,Books,Biography,U6763,Great!,,,No,24,Negative
712,Electronics,Smartphone,U7573,Not good,"The Smartphone is amazing, I love it!",1,Yes,42,Negative
1382,Home & Kitchen,Air Fryer,U9489,Okay,Exceeded my expectations! Great Air Fryer.,3,No,49,Neutral
178,Books,Cookbook,U6572,,"The Cookbook works okay, but could be better.",,Yes,20,Neutral
61,Beauty,Lipstick,U2044,Okay,"Not worth the money, poor quality Lipstick.",2,No,18,
,Home & Kitchen,Air Fryer,U1462,Great!,Really disappointed with the Air Fryer.,4,No,2,Positive
1278,Books,Biography,U2519,Not good,I use this Biography every day and it’s fantastic.,5,Yes,21,Positive
1230,Fashion,Sneakers,U5252,Loved it,Really disappointed with the Sneakers.,3,No,44,Neutral
797,Electronics,Smartphone,U2755,Not good,The Smartphone stopped working after a week.,4,Yes,3,Positive
849,Beauty,Lipstick,U5733,Terrible,"The Lipstick works okay, but could be better.",3,No,25,Neutral
989,Home & Kitchen,Coffee Maker,U8074,Loved it,"The Coffee Maker is amazing, I love it!",5,,49,Positive
1309,Home & Kitchen,Vacuum Cleaner,U5715,Okay,"Not worth the money, poor quality Vacuum Cleaner.",2,No,39,Negative
17,Home & Kitchen,Vacuum Cleaner,U8897,Loved it,Exceeded my expectations! Great Vacuum Cleaner.,2,No,16,Negative
1016,Home & Kitchen,Coffee Maker,U1862,Not good,"The Coffee Maker is amazing, I love it!",2,No,46,Negative
911,Home & Kitchen,Coffee Maker,U4692,Terrible,Decent Coffee Maker for the price point.,4,Yes,23,Positive
773,,Smartwatch,U9638,Loved it,Really disappointed with the Smartwatch.,5,Yes,9,Positive
210,Fashion,Sneakers,U7468,Great!,Exceeded my expectations! Great Sneakers.,3,No,,Neutral
1258,Books,Cookbook,U1632,Not good,"The Cookbook works okay, but could be better.",4,No,39,Positive
1081,Books,Biography,U2539,Loved it,I use this Biography every day and it’s fantastic.,1,No,13,Negative
467,Electronics,Smartphone,U7417,Great!,"Not worth the money, poor quality Smartphone.",3,No,50,Neutral
1164,Books,Children's Story,U4565,Great!,The Children's Story stopped working after a week.,2,No,33,Negative
844,Beauty,Hair Dryer,U9694,Loved it,Exceeded my expectations! Great Hair Dryer.,4,No,31,Positive
1432,Electronics,Wireless Headphones,U3307,Terrible,Exceeded my expectations! Great Wireless Headphones.,4,Yes,3,Positive
1079,Electronics,Bluetooth Speaker,U1700,Okay,I use this Bluetooth Speaker every day and it’s fantastic.,5,Yes,13,Positive
1486,Fashion,Sneakers,U1799,Okay,Decent Sneakers for the price point.,4,No,26,Positive
755,Electronics,Wireless Headphones,U1987,Okay,Really disappointed with the Wireless Headphones.,1,No,0,Negative
682,Fashion,Handbag,U3018,Great!,Exceeded my expectations! Great Handbag.,1,No,,Negative
905,Books,Biography,U1929,Loved it,Really disappointed with the Biography.,1,No,4,Negative
160,Beauty,Shampoo,U1483,Great!,"Not worth the money, poor quality Shampoo.",4,,6,Positive
707,Fashion,Handbag,,Great!,"Not worth the money, poor quality Handbag.",2,No,23,Negative
1488,Beauty,Hair Dryer,U5560,Okay,,1,No,8,Negative
,Books,Cookbook,U5566,Not good,"The Cookbook is amazing, I love it!",2,No,40,
383,Electronics,Bluetooth Speaker,U9244,Loved it,The Bluetooth Speaker stopped working after a week.,2,Yes,20,Negative
1444,Electronics,Bluetooth Speaker,U7835,Not good,Exceeded my expectations! Great Bluetooth Speaker.,1,Yes,46,Negative
441,Beauty,Lipstick,U9431,Okay,"Not worth the money, poor quality Lipstick.",5,No,49,Positive
297,Home & Kitchen,Microwave Oven,U8905,Okay,The Microwave Oven stopped working after a week.,5,No,50,Positive
535,Beauty,Face Cream,U7710,Not good,"The Face Cream is amazing, I love it!",5,Yes,,Positive
1475,Fashion,Jacket,U8719,Loved it,I use this Jacket every day and it’s fantastic.,3,Yes,2,Neutral
,Electronics,Smartwatch,U7252,Great!,The Smartwatch stopped working after a week.,4,No,5,Positive
491,Home & Kitchen,Blender,U8677,Loved it,I use this Blender every day and it’s fantastic.,5,No,47,Positive
1209,Fashion,Jacket,U2346,Terrible,The Jacket stopped working after a week.,1,No,29,Negative
1182,Fashion,Jeans,U8764,Not good,I use this Jeans every day and it’s fantastic.,4,No,38,Positive
1376,Home & Kitchen,Microwave Oven,U8031,Great!,Decent Microwave Oven for the price point.,4,Yes,34,
515,Fashion,Sneakers,U1508,Not good,,5,Yes,15,Positive
627,Beauty,Lipstick,U4677,Loved it,The Lipstick stopped working after a week.,1,Yes,28,Negative
259,Beauty,Hair Dryer,U8936,Terrible,Really disappointed with the Hair Dryer.,3,No,16,Neutral
1436,Electronics,Smartphone,U1967,Terrible,"The Smartphone works okay, but could be better.",,No,31,Neutral
1304,Beauty,Shampoo,U9808,Okay,"The Shampoo is amazing, I love it!",5,Yes,29,Positive
800,Fashion,Handbag,U5222,Loved it,"The Handbag is amazing, I love it!",4,Yes,21,Positive
1181,Electronics,Bluetooth Speaker,U7535,Okay,The Bluetooth Speaker stopped working after a week.,3,No,17,Neutral
1166,Electronics,Smartphone,U3780,Terrible,The Smartphone stopped working after a week.,2,Yes,16,Negative
261,Fashion,Jacket,U7770,Great!,Decent Jacket for the price point.,1,No,1,Negative
1388,Beauty,Lipstick,U7926,Loved it,"Not worth the money, poor quality Lipstick.",1,Yes,27,Negative
1377,Fashion,Jeans,U1079,Great!,"Not worth the money, poor quality Jeans.",1,Yes,30,Negative
40,Home & Kitchen,Vacuum Cleaner,U2166,Not good,Really disappointed with the Vacuum Cleaner.,2,,13,Negative
522,Fashion,,U4466,Loved it,The Sneakers stopped working after a week.,5,No,3,Positive
672,Fashion,T-shirt,U9979,Okay,"The T-shirt works okay, but could be better.",3,Yes,26,Neutral
454,Beauty,Lipstick,U3763,Great!,Exceeded my expectations! Great Lipstick.,2,Yes,37,Negative
1367,Beauty,Hair Dryer,U1451,Loved it,Really disappointed with the Hair Dryer.,,Yes,31,Negative
1140,Fashion,Jacket,U8050,Great!,Exceeded my expectations! Great Jacket.,2,No,34,Negative
1138,Home & Kitchen,Air Fryer,U3505,Terrible,"The Air Fryer works okay, but could be better.",5,,21,Positive
1103,Home & Kitchen,Air Fryer,U5782,Not good,"The Air Fryer works okay, but could be better.",2,No,8,Negative
479,Home & Kitchen,Microwave Oven,U3876,Loved it,,2,No,48,Negative
1231,Beauty,Lipstick,U7506,Great!,The Lipstick stopped working after a week.,5,No,12,Positive
1205,Books,Fiction Novel,U8276,Loved it,I use this Fiction Novel every day and it’s fantastic.,2,No,4,Negative
797,Electronics,,U2755,Not good,The Smartphone stopped working after a week.,4,Yes,3,Positive
164,Beauty,Hair Dryer,U4630,Loved it,Exceeded my expectations! Great Hair Dryer.,,Yes,48,Positive
1439,Home & Kitchen,Vacuum Cleaner,U8488,Okay,I use this Vacuum Cleaner every day and it’s fantastic.,1,Yes,10,Negative
48,Books,Cookbook,U1929,Not good,Decent Cookbook for the price point.,4,Yes,28,Positive
1394,Beauty,Lipstick,U6994,Loved it,The Lipstick stopped working after a week.,2,No,0,Negative
1391,Electronics,Smartphone,U8063,Terrible,"The Smartphone is amazing, I love it!",2,Yes,26,Negative
1480,Beauty,Lipstick,U6838,Not good,The Lipstick stopped working after a week.,2,Yes,28,Negative
35,Electronics,Bluetooth Speaker,U7802,Terrible,"Not worth the money, poor quality Bluetooth Speaker.",4,Yes,40,Positive
1424,Fashion,T-shirt,U5222,Okay,Exceeded my expectations! Great T-shirt.,5,,22,
170,Home & Kitchen,Air Fryer,U7977,Loved it,"The Air Fryer works okay, but could be better.",2,No,47,Negative
108,Electronics,Wireless Headphones,U4295,Loved it,Decent Wireless Headphones for the price point.,5,No,,Positive
1122,Fashion,Sneakers,U2407,Loved it,"Not worth the money, poor quality Sneakers.",1,No,43,Negative
1155,Beauty,Hair Dryer,U8171,Okay,I use this Hair Dryer every day and it’s fantastic.,5,Yes,48,Positive
813,Home & Kitchen,Microwave Oven,U1042,Okay,"The Microwave Oven is amazing, I love it!",4,Yes,23,
296,Fashion,T-shirt,U6627,Loved it,"Not worth the money, poor quality T-shirt.",1,No,28,Negative
682,Fashion,Handbag,U3018,Great!,Exceeded my expectations! Great Handbag.,1,No,27,Negative
929,Books,Self-help Book,,Terrible,"Not worth the money, poor quality Self-help Book.",1,No,5,Negative
767,Beauty,,U1281,Not good,"The Perfume works okay, but could be better.",3,Yes,43,Neutral
366,Books,Cookbook,U8548,,The Cookbook stopped working after a week.,1,No,38,Negative
323,Electronics,Smartwatch,,Terrible,I use this Smartwatch every day and it’s fantastic.,4,No,,Positive
285,Fashion,Jacket,U8248,Great!,"Not worth the money, poor quality Jacket.",1,No,41,Negative
1117,Beauty,Lipstick,U2263,Terrible,"The Lipstick is amazing, I love it!",1,Yes,18,Negative
495,Home & Kitchen,Blender,U4757,Great!,Really disappointed with the Blender.,1,No,,Negative
702,,Air Fryer,U9101,Terrible,I use this Air Fryer every day and it’s fantastic.,2,No,21,Negative
1456,Books,Fiction Novel,U7401,Not good,The Fiction Novel stopped working after a week.,4,Yes,39,Positive
,Books,Cookbook,U4445,Okay,The Cookbook stopped working after a week.,1,No,25,Negative
1042,Fashion,Handbag,U6803,Not good,"The Handbag works okay, but could be better.",4,No,18,
1398,Fashion,T-shirt,U9100,Loved it,Exceeded my expectations! Great T-shirt.,3,Yes,49,Neutral
1059,Fashion,T-shirt,U2846,Okay,"The T-shirt works okay, but could be better.",5,No,27,Positive
107,Books,Cookbook,U7081,Great!,I use this Cookbook every day and it’s fantastic.,3,No,48,Neutral
501,Books,Self-help Book,U2903,Okay,Exceeded my expectations! Great Self-help Book.,4,No,19,Positive
315,Books,Children's Story,U5359,Loved it,Decent Children's Story for the price point.,2,Yes,47,Negative
1154,Electronics,Smartphone,U7737,Great!,"The Smartphone is amazing, I love it!",3,Yes,42,Neutral
657,Fashion,Jeans,U6203,Okay,Decent Jeans for the price point.,3,Yes,46,Neutral
1015,Home & Kitchen,Microwave Oven,U4017,Not good,Decent Microwave Oven for the price point.,4,Yes,47,Positive
532,Home & Kitchen,Air Fryer,U4157,Loved it,"The Air Fryer works okay, but could be better.",1,Yes,26,Negative
590,Fashion,,U4220,Loved it,The Jacket stopped working after a week.,4,Yes,31,Positive
814,Fashion,Jeans,U6090,Okay,"Not worth the money, poor quality Jeans.",4,Yes,17,Positive
1236,Beauty,Perfume,U7394,Terrible,,1,Yes,33,Negative
281,Beauty,Lipstick,U5045,Okay,"The Lipstick works okay, but could be better.",4,No,47,Positive
737,Books,Fiction Novel,U1273,Loved it,I use this Fiction Novel every day and it’s fantastic.,5,No,43,Positive
1080,Home & Kitchen,Blender,U4310,Terrible,,2,No,47,Negative
727,Books,Self-help Book,U1533,Terrible,"The Self-help Book works okay, but could be better.",2,,34,Negative
605,Home & Kitchen,Air Fryer,U1013,Terrible,Exceeded my expectations! Great Air Fryer.,4,Yes,25,Positive
637,,Face Cream,U7796,Great!,The Face Cream stopped working after a week.,1,Yes,13,Negative
68,Books,Children's Story,U7165,Great!,Decent Children's Story for the price point.,5,No,47,Positive
262,Books,Cookbook,U9586,,Decent Cookbook for the price point.,3,No,43,Neutral
1150,Books,Self-help Book,U3697,Great!,Exceeded my expectations! Great Self-help Book.,3,Yes,20,Neutral
863,Electronics,Smartwatch,U6357,Terrible,The Smartwatch stopped working after a week.,3,No,21,Neutral
1437,Electronics,Smartwatch,U6464,Terrible,I use this Smartwatch every day and it’s fantastic.,4,No,0,Positive
1083,Beauty,Shampoo,U9869,Not good,I use this Shampoo every day and it’s fantastic.,4,Yes,23,Positive
1081,Books,Biography,U2539,Loved it,I use this Biography every day and it’s fantastic.,1,No,13,Negative
,Fashion,T-shirt,U3595,Loved it,Really disappointed with the T-shirt.,2,Yes,10,Negative
579,Home & Kitchen,Blender,U1473,Great!,Exceeded my expectations! Great Blender.,3,No,7,Neutral
306,Electronics,Smartwatch,U6557,Not good,Exceeded my expectations! Great Smartwatch.,3,No,11,Neutral
1057,,Air Fryer,U2547,Okay,Really disappointed with the Air Fryer.,4,No,22,Positive
1210,Beauty,Lipstick,U4527,Not good,"The Lipstick works okay, but could be better.",3,Yes,0,Neutral
1500,Beauty,Lipstick,U4663,Loved it,Decent Lipstick for the price point.,2,No,34,Negative
835,Books,Biography,U6861,Not good,"Not worth the money, poor quality Biography.",,Yes,26,Positive
1232,,Self-help Book,U7225,Terrible,"The Self-help Book works okay, but could be better.",5,Yes,,Positive
,Fashion,Jeans,U6090,Okay,"Not worth the money, poor quality Jeans.",,Yes,17,Positive
137,Home & Kitchen,Air Fryer,U2676,Okay,Exceeded my expectations! Great Air Fryer.,5,No,49,Positive
80,Fashion,T-shirt,U9460,Okay,I use this T-shirt every day and it’s fantastic.,2,Yes,37,Negative
1188,Books,Fiction Novel,U1571,Not good,"The Fiction Novel works okay, but could be better.",1,Yes,16,Negative
1322,Books,Biography,U4702,Okay,,1,No,41,Negative
31,Fashion,Handbag,U6033,Terrible,"The Handbag is amazing, I love it!",2,No,38,Negative
471,Books,Biography,U2564,Terrible,I use this Biography every day and it’s fantastic.,2,Yes,13,Negative
800,Fashion,Handbag,,Loved it,"The Handbag is amazing, I love it!",4,Yes,21,Positive
1,Electronics,Laptop,U7331,Terrible,Really disappointed with the Laptop.,4,Yes,20,Positive
1037,,Lipstick,U5424,Okay,Exceeded my expectations! Great Lipstick.,3,Yes,42,Neutral
900,Fashion,Handbag,U1342,Okay,Decent Handbag for the price point.,,No,,Negative
568,Home & Kitchen,Vacuum Cleaner,U8355,Loved it,,4,No,1,Positive
953,Electronics,Smartphone,U8869,Great!,Exceeded my expectations! Great Smartphone.,4,Yes,2,Positive
523,Fashion,T-shirt,U2880,Okay,"The T-shirt works okay, but could be better.",3,Yes,26,Neutral
1376,Home & Kitchen,Microwave Oven,U8031,Great!,Decent Microwave Oven for the price point.,4,Yes,34,Positive
1102,,Bluetooth Speaker,,Terrible,"The Bluetooth Speaker works okay, but could be better.",2,,27,Negative
1271,Home & Kitchen,Air Fryer,U2847,Not good,Exceeded my expectations! Great Air Fryer.,5,No,42,Positive
,Electronics,Bluetooth Speaker,U6776,Terrible,Exceeded my expectations! Great Bluetooth Speaker.,2,No,18,Negative
1087,Home & Kitchen,Coffee Maker,U2514,Great!,The Coffee Maker stopped working after a week.,5,No,46,Positive
664,Beauty,Perfume,U9098,Not good,Really disappointed with the Perfume.,2,Yes,31,Negative
1378,Electronics,Bluetooth Speaker,U5417,,"The Bluetooth Speaker is amazing, I love it!",1,Yes,12,Negative
589,Electronics,,U6990,Great!,,1,No,46,Negative
366,Books,Cookbook,U8548,Loved it,The Cookbook stopped working after a week.,1,No,38,Negative
1171,Beauty,Shampoo,,Okay,"The Shampoo works okay, but could be better.",2,,34,Negative
1016,Home & Kitchen,Coffee Maker,U1862,Not good,"The Coffee Maker is amazing, I love it!",,,46,Negative
1014,Electronics,Smartwatch,U9128,Terrible,I use this Smartwatch every day and it’s fantastic.,2,Yes,23,Negative
1302,Electronics,Smartphone,U6107,Loved it,"Not worth the money, poor quality Smartphone.",3,No,31,Neutral
896,Books,Cookbook,U6248,Terrible,,2,No,36,Negative
1007,Home & Kitchen,Blender,U8082,Loved it,"The Blender is amazing, I love it!",1,No,47,Negative
,Fashion,Sneakers,U6226,Great!,I use this Sneakers every day and it’s fantastic.,,Yes,13,Negative
1006,Home & Kitchen,Blender,U9926,Loved it,"The Blender works okay, but could be better.",5,Yes,24,
635,Electronics,Bluetooth Speaker,,Okay,"The Bluetooth Speaker is amazing, I love it!",4,Yes,7,Positive
616,Books,,U5082,Loved it,Decent Fiction Novel for the price point.,2,No,24,Negative
,Books,Cookbook,U6840,Great!,Decent Cookbook for the price point.,4,Yes,20,Positive
321,Fashion,Jacket,U9697,Not good,"The Jacket works okay, but could be better.",1,No,33,Negative
891,Home & Kitchen,Coffee Maker,U9301,Loved it,,4,Yes,,Positive
1174,Beauty,Face Cream,U3342,Terrible,I use this Face Cream every day and it’s fantastic.,3,,20,Neutral
1275,Home & Kitchen,Microwave Oven,U7680,Great!,Decent Microwave Oven for the price point.,4,No,12,Positive
121,Home & Kitchen,,U5744,Loved it,Decent Air Fryer for the price point.,3,Yes,42,Neutral
560,Fashion,Handbag,U7250,Okay,Decent Handbag for the price point.,5,No,31,Positive
622,Home & Kitchen,Air Fryer,U9119,Not good,Exceeded my expectations! Great Air Fryer.,2,No,,Negative
957,Books,Cookbook,U5480,Not good,"Not worth the money, poor quality Cookbook.",4,,28,Positive
1115,Beauty,Face Cream,U5442,Not good,,1,No,19,Negative
982,Electronics,Smartwatch,U6894,Loved it,Exceeded my expectations! Great Smartwatch.,1,No,18,Negative
1299,,Smartphone,U7201,Great!,"The Smartphone is amazing, I love it!",2,No,7,Negative
1483,Electronics,Smartwatch,U3128,Not good,Really disappointed with the Smartwatch.,2,Yes,19,Negative
1383,Home & Kitchen,Coffee Maker,,,Exceeded my expectations! Great Coffee Maker.,3,Yes,46,Neutral
179,Books,Cookbook,U8784,Terrible,Decent Cookbook for the price point.,5,Yes,36,Positive
542,Home & Kitchen,Coffee Maker,U2416,Great!,Decent Coffee Maker for the price point.,2,Yes,46,Negative
682,Fashion,Handbag,U3018,Great!,Exceeded my expectations! Great Handbag.,1,No,27,Negative
1020,Electronics,Smartwatch,U2397,Terrible,Really disappointed with the Smartwatch.,,Yes,5,Neutral
1474,Fashion,Jacket,U5578,Terrible,I use this Jacket every day and it’s fantastic.,5,No,3,Positive
104,Fashion,Jacket,U9444,Great!,The Jacket stopped working after a week.,5,Yes,4,Positive
1187,Books,Fiction Novel,U1159,Great!,"Not worth the money, poor quality Fiction Novel.",5,Yes,19,Positive
362,Electronics,Laptop,,Terrible,"The Laptop is amazing, I love it!",3,Yes,19,Neutral
1310,Beauty,Hair Dryer,U1332,Loved it,"The Hair Dryer is amazing, I love it!",1,No,37,Negative
422,Beauty,Shampoo,U6562,Not good,Really disappointed with the Shampoo.,5,Yes,49,Positive
807,Electronics,Smartwatch,U1295,Okay,"The Smartwatch is amazing, I love it!",1,Yes,13,Negative
1201,Books,Self-help Book,U1374,Okay,The Self-help Book stopped working after a week.,4,Yes,0,Positive
172,Books,Cookbook,U1735,Okay,I use this Cookbook every day and it’s fantastic.,5,No,37,
957,Books,Cookbook,U5480,Not good,"Not worth the money, poor quality Cookbook.",4,No,28,Positive
1107,Electronics,Smartphone,U3674,Great!,Decent Smartphone for the price point.,3,Yes,21,Neutral
795,Books,Fiction Novel,U8818,Great!,"Not worth the money, poor quality Fiction Novel.",4,Yes,,Positive
963,Fashion,Handbag,U8742,Not good,The Handbag stopped working after a week.,,Yes,41,Neutral
226,Electronics,Bluetooth Speaker,U8378,Okay,"Not worth the money, poor quality Bluetooth Speaker.",1,Yes,19,Negative
1439,Home & Kitchen,Vacuum Cleaner,U8488,Okay,,,Yes,10,Negative
351,Electronics,Laptop,U7133,Loved it,Decent Laptop for the price point.,2,Yes,2,Negative
36,Beauty,Hair Dryer,U8708,Great!,"The Hair Dryer is amazing, I love it!",4,No,14,Positive
964,Beauty,Shampoo,U4902,Loved it,The Shampoo stopped working after a week.,,No,43,Positive
364,Home & Kitchen,Air Fryer,U3468,Loved it,Decent Air Fryer for the price point.,3,No,46,Neutral
905,Books,Biography,U1929,Loved it,Really disappointed with the Biography.,1,No,4,Negative
495,Home & Kitchen,Blender,U4757,Great!,Really disappointed with the Blender.,1,No,14,Negative
847,Books,,U7920,Loved it,"The Self-help Book works okay, but could be better.",,No,27,Positive
,Beauty,Perfume,U1119,,,3,Yes,27,Neutral
298,Beauty,Perfume,U4298,Great!,Really disappointed with the Perfume.,1,No,46,Negative
1397,Home & Kitchen,Microwave Oven,U5107,Terrible,Decent Microwave Oven for the price point.,3,Yes,40,Neutral
905,Books,Biography,U1929,Loved it,,1,No,4,Negative
581,Beauty,Face Cream,U5344,Not good,The Face Cream stopped working after a week.,,No,27,Negative
429,Fashion,T-shirt,U9285,Great!,"The T-shirt works okay, but could be better.",4,Yes,42,Positive
1045,Fashion,T-shirt,U9983,Terrible,Decent T-shirt for the price point.,4,Yes,50,Positive
434,Electronics,Laptop,U8447,Okay,"Not worth the money, poor quality Laptop.",4,Yes,48,Positive
1158,Beauty,Perfume,U3814,Great!,Exceeded my expectations! Great Perfume.,5,No,49,Positive
479,Home & Kitchen,Microwave Oven,U3876,Loved it,I use this Microwave Oven every day and it’s fantastic.,2,No,48,Negative
1212,Books,Cookbook,U5034,Terrible,Exceeded my expectations! Great Cookbook.,1,No,31,Negative
178,Books,,U6572,Great!,"The Cookbook works okay, but could be better.",3,,20,Neutral
534,Home & Kitchen,Microwave Oven,U1989,Loved it,,5,Yes,50,Positive
710,Home & Kitchen,Coffee Maker,U8899,Loved it,"Not worth the money, poor quality Coffee Maker.",2,No,33,Negative
1147,Beauty,Perfume,U1041,Not good,,1,No,17,Negative
1305,Beauty,Hair Dryer,U7951,Great!,The Hair Dryer stopped working after a week.,5,No,39,Positive
783,Electronics,Laptop,U2367,Terrible,"Not worth the money, poor quality Laptop.",5,No,17,Positive
410,Beauty,Perfume,,Loved it,"Not worth the money, poor quality Perfume.",1,Yes,8,Negative
1181,Electronics,Bluetooth Speaker,,Okay,The Bluetooth Speaker stopped working after a week.,3,No,17,Neutral
373,Fashion,Handbag,U7844,Terrible,The Handbag stopped working after a week.,4,Yes,47,Positive
366,Books,Cookbook,U8548,Loved it,The Cookbook stopped working after a week.,1,No,38,Negative
1438,Electronics,Bluetooth Speaker,U6364,Great!,The Bluetooth Speaker stopped working after a week.,2,,21,Negative
656,Fashion,Handbag,U5177,Terrible,Decent Handbag for the price point.,5,Yes,14,Positive
899,Books,Fiction Novel,U3855,Not good,The Fiction Novel stopped working after a week.,4,No,29,Positive
1371,Electronics,Bluetooth Speaker,U1862,,The Bluetooth Speaker stopped working after a week.,3,No,50,Neutral
256,Electronics,Bluetooth Speaker,U8017,Loved it,Exceeded my expectations! Great Bluetooth Speaker.,4,Yes,28,Positive
338,Books,Children's Story,U1309,Terrible,I use this Children's Story every day and it’s fantastic.,5,No,2,Positive
716,Fashion,T-shirt,U6467,Not good,"Not worth the money, poor quality T-shirt.",1,No,50,Negative
612,Electronics,Bluetooth Speaker,U1348,Not good,The Bluetooth Speaker stopped working after a week.,1,No,5,Negative
778,Home & Kitchen,Blender,U7562,Loved it,I use this Blender every day and it’s fantastic.,2,Yes,14,Negative
816,Home & Kitchen,,U3558,,"Not worth the money, poor quality Blender.",2,No,6,Negative
623,Home & Kitchen,Vacuum Cleaner,U1959,Loved it,"Not worth the money, poor quality Vacuum Cleaner.",2,Yes,37,Negative
17,Home & Kitchen,Vacuum Cleaner,,Loved it,Exceeded my expectations! Great Vacuum Cleaner.,2,No,16,Negative
1355,Electronics,Smartphone,U5078,Terrible,I use this Smartphone every day and it’s fantastic.,5,Yes,37,Positive
1251,Home & Kitchen,Coffee Maker,U9912,Great!,Really disappointed with the Coffee Maker.,3,No,34,Neutral
1437,Electronics,Smartwatch,U6464,Terrible,I use this Smartwatch every day and it’s fantastic.,4,No,0,Positive
508,Electronics,Smartwatch,U9579,Terrible,Really disappointed with the Smartwatch.,1,Yes,15,Negative
776,,Bluetooth Speaker,U1370,Not good,"The Bluetooth Speaker works okay, but could be better.",2,No,2,Negative
1164,Books,Children's Story,U4565,Great!,The Children's Story stopped working after a week.,2,No,33,Negative
903,Home & Kitchen,Coffee Maker,U8910,Not good,Decent Coffee Maker for the price point.,1,No,29,Negative
,Books,Fiction Novel,U9362,Loved it,Exceeded my expectations! Great Fiction Novel.,1,Yes,40,Negative
